YorubaWords,PartOfSpeech
" ohun idinà, idiwo.", n
" aigboran, agidi, olori lile.", n
" se agidi, şe aigboran.", adj
 and i. di li onà., v
" idilonà, idiwo.", n
" and i. ri-gbà, ni, gbà.", v
" gbigbà, riri.", adj
 lakaka wỳ., v
 ilakaka wò., n
" yè kuro, mu kuro", v
" laișoro ri, hihàn", adj
" aye, ona. idi.", n
 lēkokan., adj
 lēkokan., adv
 iha iwo õrun., n
 ti iwo-õrun., adj
 eyiti o farasin., adj
" olugbe, eniti o ni iní, eniti mbę nipo.", n
" işę, ini.", n
 olugbe., n
" sòwo, şişę, gba ipd.", v
" sè, hàn.", v
" ohun ti o sè, ohun alabapade.", n
" okun nla, agbami", n
" efun pupa rusurusu, ila. Octagon, n. onigun mejo.", n
" mejo, ijo kęjo, ikęjo.", n
 oşu kewa odun., n
 ti oju., adj
 eniti nwo arun oju., n
" laigun gegę, laibamu.", adj
"pl. aişedede, anfani, ija.", n
 orin., n
 ni irira., adj
 irira., n
" ti o ni õrùn. Odour, n. örùn, òkiki.", adj
" ti, niti.", prep
 kuro., adv
" igbé, ifun eran, iwodanů.", n
" eşẹ, ikọsè, ohun idugbolù, ohun ibaninuję.", n
" and i. ba-ninu-ję, sè,", v
 elesè., n
" kun fun örùn, mu ibaję wa. n. igbeja.", adj
" and i. ru-ębo; fi-lo, fi-fun.", v
 eniti o rubo., n
" ębo, ore.", n
" ohun itorę, idawo.", n
" or adj. laimuratelę. Office, n. işę, ipo işę, oyè.", adv
" ijoye, onşę, olori, tētu.", n
" labe aşe, nipa agbara oye.", adj
 şe işe oye., v
" sadasi, şofofo bẹ.", adj
 õhu eweko., n
" omo, iran.", n
 Yo! Aa!, interj
" ororo, epo, prà.", n
 li epo., adj
 ope., n
 ohun ikunra., n
" igba atijo, ti", adv
 igi ororo ni ilę awon Jū., n
" opin. Omen, n. ami nkan ti mbo.", n
 ami ti buburu ti mbo., n
" ifokoja, igbagbe,", n
" fo-koja, gbagbe, fi-silę.", v
" agbara allopin, iwa ti Olodumare.", n
" Olodumare, ni agbara ailopin.", adj
 iwa ni ibi, adj
" plogbon julo, olumò ohun gbogbo, ti o si le ri ohun gbogbo.", adj
 jiję ohun gbo-, adj
 lori., prep
" lõkan, nigba kan.", adv
" okan, eni.", adj
 işpkan., n
" lile, inira.", adj
" li egbe kan, li", adj
 alubosa., n
 oluworan., n
" okanşoşo, pere. Onset, n. ikolu; ipari.", adv
" ikolu, ipakupa.", n
" eru, inira.", n
 siwaju., adv
 okuta oniyebiye kan., n
" and i. sun-jade, tu- jade. n. ère, pętępętę. Opaque, adj. sú, ti kò mọ gära.", v
" şi-silę, yà; tumò. adj. şişi; nigbangba; yiyà.", v
" lawó, tuwoka. Open-hearted, adj. tunuka, lai-", adj
" işinu, işisilė.", n
 nigbangba., adv
" and i. șe, fi agbara ве.", v
" işę, işę lara enia.", n
 oşişę., n
 arun oju., n
 õgun imu ni sùn., n
" sebi, gbiro.", v
" ìrò, ìmò.", n
" ota, aşodi, atini- laiya. adj. kikojusi.", n
" akoko ti o wo. Opportunity, n. aye, ona, igba.", adj
" se odi si, şe idena, ti", v
" kojusi, tirisi.", adj
" ikojusi, ijiyan,", n
" wahala, ni-lara,", v
" nilara, ponloju.", adj
 aninilara., n
" ęgan, õbu.", n
 ti oju., adj
 igbagbo pe gbogbo, n
" iyan, iwu, ifé.", n
" prò, plà.", n
" lọrò, lọlà, là.", adj
 tabi., conj
" ibi idahun, oro lye, pro ijinlę.", n
 fifenuso., adj
 nipa oro-enu., adv
" osan, orombo.", n
 itana igi, n
 inaki., n
 isoro gbangba., n
" alagbaso, alasodün.", n
" ayika, kękę.", n
 ogba igi eleso., n
" yàn, se ilana, fi ję", v
" idanwo lile, ifimuaje.", n
" aşe, ese, ito. v. to", n
 lesęsę., adv
" aşę, iwe ofin.", n
" ilana, aşę.", n
" nipa ilana, ki işe", adj
 işedede., adj
 ilana ifi enia je oye alufa., n
" ibon tabi agba nla. Ore, n. irin aipo tutu.", n
" dùru, ohun elo, etd ara enia.", n
" ikojo, ito lęsęsę. Organize, v. and i. tò lesesе.", n
 iha ila õrun., n
 ti ila-õrun. n. ara, adj
" enu, oju, işisilę.", n
" ipilęsę, iberę, asese- iwa.", n
" ti atetekoşe, àdase. Originally, adv. nipilęsę.", adj
" and i. pilęsę, berę, da-silę.", v
 ohun oso. v. se 1080., n
 alailõbi., n
 pese fun., v
 ijade lo., n
 dagbaju., v
" igara, alailābo ofin, ole.", n
 inawo., n
 oju işàn jade., n
 wa laye lehin iku elomiran., v
" işona, iwo iwaju.", n
 niwaju., adj
" tu-jade, şan-jade.", v
" ika rekoja, ilokulo.", n
 ibiti a şe itoju, n
 buru rekoja., adj
 yè li ękó., adj
 and i. tì siwa tì sèhin., v
 idì òkun., n
 ti ohàn nigba- ngba., adj
 nigbangba., adv
" işefefe, ihan sode.", n
" nșefefe, nihale.", adj
 omiran., adj
" bikoşe bệ, bi beko.", adv
" ohunkohun. ibá. v.a. ye,", n
 ida mejila iwon kan., n
 lode., adv
" ifunkalę, aşáti, isá- nsa.", n
" ipari si, iyori si.", n
 igbe., n
 yasilę pupo., v
" şe-rekoja, tayo. Outdoor, adj. lode.", v
" ode. Outermost, adj. ode lõhun lohun.", adj
" lesękanna, pata-", adv
 sare ya koja., v
" ijadelo, iberę.", n
" ran-jade, ràn- rekoja.", v
 iha ode., n
 ara ode., n
" laiya, soro lai-", adj
" na-jade, tàn kalę.", v
" nà. Outward, adj. siha ode.", v
 nigbangba., adv
 lò gbó., v
 işę ode. v. şişe rekoja., n
" pogbun, pòko, bi ti eyin.", adj
 iyin., n
" aro, idana.", n
 ni aniyan rekoja., adj
" te-ba, deruba. Overbear, v. bori.", v
 şubu somi lati, adv
 derù pa., v
" su bo. Overcharge, v. bu owo le ju.", v
 ikuku bo., v
" bori, şęgun.", v
" fun-po, kun-po.", v
 se aşeju., v
 koja akoko., adj
 lò agbara jù., v
 and i. sàn jade bo, v
 and i. yori jade., v
" lori, loke.", adv
 gbo finrin., v
 yò rekoja., v
 ona ilę., adj
 fi-bo., v
 fojufoda., v
 poju., adv
 alẹ àná., n
 elé., n
 paşę., v
 bojuto., v
 onilaja., n
" tù, rộ.", v
" ęrù, ôkétè. v. di ęrù.", n
" ęrù, èdidi.", n
 eniti o di ęrù., n
 edidi kekere., n
" palemo, di-eru.", n
" irori kekere, oşuka.", n
" iwalę, aję. v. and i.", n
 ogba awon eşin., n
 agadagodo., n
 orin ayo işęgun., n
" keferi, aborisa.", n
 iwa awon keferi., n
 ewe iwé; iranşękonri., n
" bori, fi agbara tè.", v
" ifihan, aworan, işire.", n
 alabojuto., n
 siji bo., v
 eşi; ibojuto., n
 and i. asunju., v
 tanka., v
" bá, le-bá.", v
 bi-subu. n. ibi-, v
" and i. yipada. Overweight, n. iwuwo jù.", v
" bò-molę, tę", v
 and i. şişę rekoja., v
 ję ni gbese., v
 owiwi., n
" temi. v. jęwo, ni.", adj
" oluwa, olohun.", n
" oninkan, olohun. Ox, Oxen, n. malu.", n
 isán., n
" irin, işisę. v. and i. rin gbére.", n
" tutu, pelę, paroro. Pacification, n. ilaja.", adj
" koroba, opón.", n
" irora, edun, riro. v. dùn, ro.", n
 didun ni., adj
" ailedun, airo.", adj
" aşişę, alapon.", n
" nişęninu, lapon. Paint, n. tiro, aję, oda, èse.", adj
 a fi qda tabi ese kun nkan., n
" awę meji, ohun meji ti o ba ara won mu. v. and i. pin ni meji, so nkan meji po.", n
" afin, ile qba.", n
 ladùn., adj
 imo itowo., n
 bi ti afin., adj
" apejo, apero.", n
" jijoro, fuwofuwo,", adj
 igi ogbà., n
" aşq ileke igunwa, aso bibo posi.", n
" ibusun ti a fi koriko şe. Palliate, v. fi awawi bò, mu san dię, din irora kù.", n
" so-di okú, pasara.", v
" ni pataki, leke,", adj
" olufé, àle.", n
" laişoro iri, nigba", adj
" odi, abo fun awon ologun.", n
 epo., n
 emu., n
 nişęgun., adj
 mi hele., v
 imihelę., n
 arun egba., n
" lainiye, lainilari.", adj
" fi onję didun bọ, ję ajęki.", v
 iwe kekere alaidilù., n
" awopętę, ikoko.", n
 rudurudu., n
 and i. ranlowo., v
 iyin eni logo., n
" irora, irora obirin ti", n
 ipaiya., n
 gări fun eru., n
 ihamora ogun ni pipe., n
 and i. mi hele., v
" amotękun, akata.", n
 ile awo onje., n
 onję awon omo-owo., n
 baba., n
" ibępę, şigu.", n
" iwe, takada.", n
" işedede, işogbogba.", n
" owe, àkawé.", n
" nipa owe, nipa àkèwé.", adj
" itolęsę omo-ogun, ifihan.", n
 prun rere; ogba daradara ti o ni itura., n
 òro meji ti o se bienipe nwon yato si ara won., n
 ororo fitila., n
 apere., n
" gbolohun oro, ori oto.", n
" ijora, ifarawe, işe dede.", n
" ainiagbara, egba.", n
pl. ohun oso., n
" iladi, itumo oro.", n
" aponni, onirara, afömo.", n
 igbõrun., n
" edidi, ęrù kekere; egbinrin. v. pin si kekere,", n
" and i. gbę, yan.", v
 iyangbę., adj
 awo ikowe si., n
" idariji, ifiji. v. dariji.", n
" didariji, fifiji.", adj
" ré-leti, ré-lori, kekù.", v
 õgun itunilara., n
 õbi., n
 işelę., n
" ami kan ninu iwe, bayi ().", n
 epо ево., n
" sakani itoju alufa kan. Parity, n. işedede, ijora, idogba.", n
 ogba nla., n
 oro sisq. v. and i. ba-soro., n
" ajo oba, igbimo oba.", n
 ti ilana igbimo oba., adj
 gbàngàn., n
" pro enu, pro pla.", n
" djojo, giri.", n
 pipa baba tabi iya eni., n
" odidę, ""aiyeköto.""", n
" yi si apakan, gbòn", v
" lokanjuà, lojukokoro.", adj
" ihawo, okanjuà.", n
 alufa., n
 ile alufa., n
" egbe alufa, oye alufa.", n
" apakan, ipa, ipin.", n
 akara., n
 and i. ba-pín., v
 alabapín., n
" ti apakan, ni", adj
 işojusaju., n
 and i. ba-pin., v
 ibapin., n
" kiun, gingin.", n
" pataki, yę fun", adj
 to pinpin., v
" sẵn, pāpa, pelupelu, ni pataki.", adv
 ipinya., n
 eniti o dawopo bani şe nkan., n
" ikele, ipin.", n
 ni apakan., adv
" alabapin, egbę, ala- başişę, enikeji.", n
" ajoşe, ajumpşepo.", n
 aparo., n
" egbé, owokan, apakan. Pass, n. ona larin oke meji; iwe", n
" gbigbà, jiję fun, ti a le koja.", adj
" ona, ajo loju omi.", n
 èro., n
 nkoja lọ., adj
" iwa, itara, ibinu;", n
" sonu, runu.", adj
" nirelę, laişişę.", adj
 Ajo irekoja., n
" papa oko tutù,", n
" fi aşọ tun şe, èle. n. ele.", v
" aşq irépe ti a lè lu. Pate, n. awuję.", n
 și sile nigbangba. n. aşę itósi nikan., adj
 ti baba., adj
" ona, ipa ona.", n
" inu yiyo, ni ikanu,", adj
 laini qna., adj
" ifé inu, irado inu.", n
 oju ona., n
" süru, ipamora.", n
" onisuru, eniti o nroju, alaisan. adj. nisuru,", n
 baba nla., n
 ogún., n
 olufé ilę rè nitõto., n
 ifé ilu eni., n
" and i. so ibudo, yi ilu ka lati dabobo. n. oluşo.", v
" alabo, alafehinti.", n
" itilehin, iranlowo.", n
" aperę, awoşe, aworan. Paucity, n. kere, dię kiun.", n
" talaka, alaini. Pause, v. duro, simi. n. iduro,", n
 iwe ifunilāye lati koja tabi lati wolé., n
 fi okuta té., v
 tité okuta., n
" ago. Paw, n. ēkanna eranko. v.", n
" eyiti o koja. Paste, n. iyefun, işu, àte, ogi.", adj
" idaraya, işire.", n
" oluşq-agutan, alufa. Rastoral, adj. ti oluşq agutan,", n
 plofa., n
 san owo., v
 sisan., adj
 isanwo., n
 alafia., n
 lalafia., adj
" onilaja. Peaceoffering, n. ębo-alafia.", n
 piye ologe., n
" ori oke, şonso.", n
" iro agogo, iro ärá.", n
 okuta oniyebiye., n
" agbę, aroko.", n
 koriko gbigbę ti a lo lati ti daná., n
 okuta wewe., n
" kalamu, agbo eran. v.", n
" ye ni ijeniya. Penalty, n. ijiya, işenişę.", adj
" işę ironupiwada, ètutu.", n
 owo baba., n
 ohun èlo ikowe., n
" dogbo-dogbo, ohun 080.", n
" sisorò, rò.", adj
" fifi-agogo, isoro. Penetrate, v. and i. lu-aluja,", n
 ilaluja; ogbon., n
" ję, fi agógo mu bi şiyę.", v
 ilę ti omi ferę yika., n
 poto., adj
 iwa oto., n
 ti owo., adj
 li prò., adj
 oluko., n
 ti ęsę., adj
 așefefe ninu eko., n
 isefefe ni fifi ęko han., n
" and i. kiri oja, şajapa oja.", v
" ipilę, ęsę.", n
 irinkiri li ęsę., n
" iran, itan.", n
 alarinkiri oja tità., n
" and i. bo li epo, bo", v
" bę-wo. n. ibęwo, iyojusi.", v
" ijoye, olori, qlola.", n
" sonu, rord.", adj
" işonu, irord.", n
 ēkàn. v. and i. kan li ēkàn., n
 çiye ofú., n
 işu kekere., n
 nirudurudu., adv
 mo gara., adj
 and i. sq-lu. n. awo., v
" ironupiwada, ikānu", n
" onironupiwada, aka-", n
 obę kekere., n
 akowe., n
" óna ikowe, ilo kalamu.", n
" asia terę gigun. Penniless, adj. laini owo.", n
 owo baba., n
 owo isimi lenu işę.., n
 eniti o gbà owo isimi., n
, adj
" ikānu, ironu.", n
" aini, talaka.", n
" orile ede, enia. v. tędosi, fi enia si.", n
 ata., n
 efinrin ata., n
" boya, alaba-", adv
 irin laja., n
" kiyesi, rí.", v
" ikiyesi, iro, ogbon. imo.", n
 ibùwo eiye. v. and i. wò bi şiyę., n
" boya, ni ala-", adv
 ilumora., n
" iparun, işegbe.", n
 pelu agbara., adj
" niduro pe titi,", adj
" pe, pipe. v. se li", adj
" pipe, işepe.", n
" dajudaju, sáșá,", adv
" laisõto, li etan.", adj
" ętan, aisõto.", n
" and i. lu-ja, dá lu.", v
" iluja, didálu.", n
 nipa agbara., adv
" and i. se, mu-şe.", v
" işe, imuşe.", n
" oluşe, aşişę.", n
" nșe nkan. Perfume, n. õrun didun. v.", adj
 ploja õrun didun., n
" laikasi, lai-", adj
 boya., adv
 ewu., n
 lewu., adj
" akokò, igba; opin.", n
" lakoko, nigbagba.", adj
" gbé, segbe.", v
 şişegbe., adj
refl. bura eke., v
 abura eke., n
 ibura eke., n
" iduro, ipę titi. Permanent, n. duro pe titi, laiyęsę.", n
 and i. wo lara., v
 funlave., adj
" ibùnlāye, ijęwo", n
" and i. bùn laye, ję. n.", v
" niparun, nipa", adj
 niduro şan-, adj
" şe, da èşę.", v
 idęsę., n
" lailai, titi lý.", adj
 titi lý., adv
 mu pe titi., v
" iduro lailai, ati- randiran.", n
" dāmu, şe rounroun.", v
" idamu, ipaiya.", n
" itosi ipin, èrè owo", n
 şe inunibini si., v
 inunibini., n
 oninunibini., n
" iduro şinşin, iforiti.", n
" foriti, duro şişin. Persist, v. teramoşe, foriti,", v
" iteramose, iforiti, idimu şinşin.", n
" ni teramo. Person, n. enia, eni kan, oluwarę,", adv
 enia nla kan., n
 ti enia., adj
 fi ohun şe akawe, v
" ilagun, ögun.", n
 and i. lagun., v
" yi-lokan pada, tàn. Persuasion, n. iyipada pkan,", v
 ti a le yipada., adj
 lafojudi., adj
 se ti., v
" agidi, idimu-", n
 şagidi., adj
" iyaju si, afojudi.", n
 ru-soke., v
 ikawe., n
 fi akiyesi kawe., v
 la jalę., v
 ilakoja., n
" şaigboran, lodi si.", adj
" agidi, ayidayida, iyapa.", n
" yi-po, yi-pada, ba-ję.", v
" lafo, niluja.", adj
 eniti ohun kan kò, n
" arun, iyonu.", n
 yo-lenu., v
 ajakale àrun., n
 omori-odó., n
" pro ikę, ayanfé; ibinu.", n
" èbę, ibère, adura.", n
" elębę, eniti ntoro. Petrify, v. and i. so di okuta.", n
 ororo ti a fa jade lati inu ile., n
 kikę., adj
 ewu obirin., n
" kere, lainilari.", adj
" afojudi, ainisuru.", n
" lafojudi, niwara.", adj
" ibujoko ni ile Olorun. Pewter, n. awo ojé, tasa.", n
 çiye iru agbe ati àluko., n
 ifarahan., n
 igo kekere., n
 oninurere si enia., n
" ifé araiye, inu- rere si enia.", n
" ologbon, olumò, amdye, olumoran.", n
" imò, ogbọn. Phlegm, n. ito ofun.", n
 iru ida kan ti o molę ninu okunkun., n
 gbolohun oro kan., n
 iko fë., n
" oja, igbati asp.", n
 imo ögun., n
 onişegun., n
 odędę., n
" and i. şa, şajo, yo-jade,", v
 oko itulę., n
 yiyan., adj
 irin egbe kan lati gba, n
" aworan, aperę.", n
 o ye aworan., adj
" lawo pupo, adikala.", adj
" èla, idāsa, apa, irepe, èbu. v. tunse.", n
 afará ti o yo sinu omi., n
" and i. wonu, gún, la-lọ.", v
" ibowo fun Olorun, ibu", n
 elędę., n
 çiyele., n
 oko., n
" ebè, okiti. v. ko-jo,", n
pl. jędijedi., n
" se afowora, jale.", v
" alafowora, ole. Pilgrim, n. èrò, alarinkiri, olubę", n
" ibę ibi mimo wo,", n
 işu ögun., n
" ikó, ikogun. v. kó, jale.", n
" owòn, òpó.", n
" irori, tìmtim.", n
" atuko, afonahan. v. amona.", n
" esusu ara, rorę.", n
 ēkàn., n
pl. ęmú., n
 and i. ja-lēkanna., v
" oruko igi kan. v. rù,", n
 opę oyinbo., n
 iyé apa; idè. v. di, n
" şonso ori, tente.", n
" osuwon oninu kekere. Pioneer, n. așaju, alèna silę.", n
" buyin fun, nifokansin.", adj
 afunfère., n
" ilara. v. se lara si, mu-binu.", n
" olè li oju omi okun. Pirate, n. olè li oju okun.", n
 ibon ilewo., n
" ihò, isà okú. v. sàșá.", n
" iwon; oda. v. and i. te-si, do-si.", n
" ladugbo, ikoko ipo nmi.", n
 kun fun iyónu., adj
" ewuru, ofin.", n
" agbara, ohun pataki; ifun opa.", n
 lagbara., adj
" lānu, kun fun iyónu.", adj
 owo onję kikini., n
" anu, iyónu. v. se anu, şe iyónu.", n
" tituloju, mura lati dariji, lilanija. .", adj
 ifé ilaja, n
 iwe afiyesi ni gbangba., n
" ibi, ipò, aye, oye. v. fi sibi kan; fi-silę.", n
" lalafia, pelę, jé. Plague, n. iyonu, ajakalę arun. v. yo-lenu, tó.", adj
" oboró, tęju; moju.", adj
" pro aisi erú, pro igboiya.", n
" aroye. Plaintiff, n. olùfisin.", n
" tanu, kun fun iyónu.", adj
" ilolù, iwun. v. lọ-lù, wun, di.", n
" èro, apere.", n
" ohun elo ifá. v. fa, la.", n
 irawo ti nyika õrun., n
 apako., n
" eweko, ewebè, ohun elewe tutu. v. gbin, lý.", n
 ogędę agbagba., n
 oko gbingbin., n
" ogbin, afunrugbin.", n
" efun, erupę işanle, aso ögun fun egbò. v. sanle, réle.", n
 eniti nréle., n
 şişù., adj
" ile biri, oko kekere.", n
 awo peręsę., n
 pepe., n
 awo nla., n
 iyin., n
" ni iwu li oju li ode,", adj
 ire şişe. v. and i. şire., n
 eniti o şire., n
 egbe alabaşire., n
 kun fun ire şişe., adj
 ibi işire., n
 igba işire., n
" èbe, awawi.", n
" and i. bè-fun, sìpę.", v
" elégbe, alatilehin, alabawi.", n
" dùn, wù, nyo.", adj
 didùn., n
" wù, se inudidùn si,", v
 inu didun., n
" ogo, ohun èri, ofà. Plenary, adj. kun; pé.", n
 kun., n
 po pupo., adj
 opolopo., adj
" pupo, opolopo.", n
" titę, aisoro tè.", adj
pl. emú kekere., n
" iwa, ipd.", n
 and i. rin pelę., v
" ero, imo buburu; ile biri. v. di rikişi si, gbimo", n
 onigbimo buburu., n
 ohun elo itule. v. and i. tule., n
 irin oko itulę., n
" igboiya, ilaiya; ifatu. v. and i. fà-tu, já, fà-yọ.", n
" laiya, nigboiya.", adj
" edidi, idenu.", n
 eso igi kan., n
 iyé çiye., n
" akewi, onirara.", n
" iwe oloşuwon, iwe. elesese.", n
" mimu, titá, liloro.", n
" mimu, titá, di- dunni.", adj
" ami, oju, nkan afiyesi. v. and i. sami, toka si, fònahan.", n
" ohun ti nfonahan. Poise, v. and i. işe dede, işç", n
" oró, iwo. v. fi oró pa, ba-ję.", n
" loró, niwo, ni pani.", adj
" and i. bì, ti.", v
 opá., n
 awon olopa., n
 ilé ejo., n
" oye işę itoju ilu, akoso.", n
" djé imunàró, djé", n
" and i. dan, lò. n.", v
 okùn-iwòn., n
 iyę piye. v. tun iyę se., n
 towòtowò., adv
 sanra., adj
 iwa rere., n
" moye, gbon.", adj
" ikogun. v. ko, jale, şe igara.", n
" òyé işişę akoso ilu. Poll, n. ori, iwe oruko awon ara", n
" ole, igara.", n
" and i. gbe-bò, rì sinu nkan.", v
 ju okan lo., n
" ifikun, ami kan bayi +, pelu +.", n
" and i. şişe laisimi, şe apon, wako.", v
 and i. wo si oko enikan, v
 eniti o ji eran., n
 apo ewu. v. fi sinu, n
 gele inuju., n
 owo-na., n
" pódi ego igi. Poem, n. iwe akewl orin.", n
" bà jó, sọ di aimó. Pollution, n. ibàjé, aimó, ēri.", v
 eniti o ko obirin, n
 ohun ipara ti afi ora şe., n
 oruko eso igi kan., n
" ogo, osó pipo. Pompous, adj. loso pupo: ogo asehan.", n
 omi ikudu., n
" and i. rò, wadi.", v
 wuwo., adj
" eşin kekere, kūrù.", n
" ikudu, adagun.", n
 iha idi ọkỳ., n
" talaka, alaini.", adj
 irópo; isunnigiri. v., n
 awon ara ilu., n
" ninudidun awon enia, lokiki, yiye fun awon enia.", adj
" ifé enia, okiki ode.", n
 mu enia rè si i., v
" iye enia ilu kan. Populous, adj. kun fun enia.", n
 iloro., n
 ōrę., n
"pl. oju ilāgun ara, iho", n
" eran elędę. Porous, adj. kun fun iho.", n
 eran ese., n
" aşàró, eko afala. Port, n. ebute, ibi igunlę si.", n
" riru, gbigbe.", adj
 enu ona kekere., n
 fi ami so nkan ti, v
" onibodè, oluşona; alāru.", n
 owo alārù., n
 oju ferese oko., n
" apakan, ipin, itori.", n
 sigbonlę., adj
 apo ifi aso si., n
 aworan., n
 fihan nipa aworan., v
 and i. duro-niwaju nkan., v
 ipò., n
 şalaiyihun pada., adj
" dajudaju, nitõto.", adv
" ni ni ini, gbà, jogun.", v
 iní., n
" oluwa, eniti oni", n
" lileşe, lile ri bè.", n
" ni şişę, o le se,", adj
 onsę ibode iwe; opo, n
 owo ifiwe ranşę., n
 ti shin., adj
" iran atele eni, iru", n
 bibi lehin ikú baba., adj
 apinwe kiri., n
 olori ibode iwe., n
 ile ifiwe range; ibode iwe., n
" and i. da-duro, fa-", v
" pro ifikun iwe. Posture, n. ipò, ìwa, aye, iduro.", n
 ikoko., n
 ēru igi sisun., n
 kúkúndükú., n
" agbara, ipa.", n
" lagbara, naşę.", adj
" alagbara, oba.", n
" lagbara, le.", adj
 apadi., n
 ipętę., n
 amokòkò., n
" ibi amokoko, awo.", n
" apo, asunwon.", n
